Enermax LIQTECH II Universal ELC-LTTO360-TBP,水冷型 | 120x120x25 mm | 102.2 CFM | 2018-12-22発売
Cryorig R1 ULTIMATE V2,サイドフロー型 | 140x140x25.4 mm | 76.0 CFM | 2017-12-15発売
Deepcool GAMER STORM GABRIEL DPGS-MCH4N-GR,120x120x20 mm | 61.9 CFM | 2018-12-21発売
ASUS ROG RYUO 240,水冷型 | 120x120x25 mm | 81.0 CFM | 2018-12-14発売
Dynatron B11,80x80x25 mm | 50.0 CFM
COUGAR AQUA 240 CGR-AQUA 240,水冷型 | 120x120x25 mm | 70.6 CFM | 2020-09-10発売
Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BKO,水冷型 | 87.6 CFM | 2019-07-26発売
クーラーマスター MasterLiquid ML360P Silver Edition MLY-D36M-A18PA-R1,水冷型 | 120x120x25 mm | 45.0 CFM | 2019-12-20発売
Be Quiet PURE ROCK SLIM BK008,サイドフロー型 | 92x92x25 mm | 35.1 CFM | 2018-09-18発売
Enermax LIQTECH II Universal ELC-LTTO280-TBP,水冷型 | 140x140x25 mm | 80.7 CFM | 2018-12-22発売
クーラーマスター I30 RH-I30-26FK-R1,92x92x25 mm | 31.0 CFM | 2018-07-27発売
Enermax LIQTECH II Universal ELC-LTTO240-TBP,水冷型 | 120x120x25 mm | 102.2 CFM | 2018-12-22発売
Intel BXSTS300C,
Intel BXSTS300PNRW,
Intel BXSTS300P,
クーラーマスター MasterLiquid 240 MLX-D24M-A20PW-R1,水冷型 | 120x120x25 mm | 66.7 CFM | 2017-09-01発売
Silverstone SST-TD02-RGB,水冷型 | 120x120x25 mm | 83.7 CFM | 2018-12-13発売
Corsair H5 SF CW-9060023-WW,水冷型 | 120x120x32 mm | 24.0 CFM | 2016-01-30発売
