サムスン 980 PRO MZ-V8P250B/IT,容量 250GB | MLC | M.2 (Type2280) | PCI-Express Gen4 | 2020-10-01発売
IODATA SSPG-USC2NB/E,容量 2TB | USB | 2020-12-01発売
旭東エレクトロニクス SE800-256GB,容量 256GB | 3D TLC | 2.5インチ | Serial ATA 6Gb/s | 2017-11-20発売
ADATA XPG SX8200 Pro ASX8200PNP-512GT-C,容量 512GB | 3D TLC | M.2 (Type2280) | PCI-Express Gen3 | 2019-02-27発売
Western Digital WD Blue SN550 NVMe WDS250G2B0C,容量 250GB | 3D MLC | M.2 (Type2280) | PCI-Express Gen3
Western Digital WD Red SA500 NAS SATA WDS500G1R0B,容量 500GB | 3D MLC | M.2 (Type2280) | Serial ATA 6Gb/s | 2019-11-29発売
IODATA SSPH-UT1K/E,容量 1TB | USB
IODATA SSPH-UT500K/E,容量 500GB | USB
Winten WT100-SSD-120GB,容量 120GB | 3D MLC | 2.5インチ | Serial ATA 6Gb/s | 2020-05-21発売
トランセンド TS256GMTS430S,容量 256GB | 3D MLC | M.2 (Type2242) | Serial ATA 6Gb/s
サムスン 860 EVO M.2 MZ-N6E1T0B/IT,容量 1TB | MLC | M.2 (Type2280) | Serial ATA 6Gb/s | 2018-02-01発売
Western Digital WD Blue 3D NAND SATA WDS100T2B0A+EXT,容量 1TB | 3D TLC | 2.5インチ | Serial ATA 6Gb/s | 2019-10-11発売
Biostar M700 M700-512GB,容量 512GB | TLC | M.2 (Type2280) | PCI-Express Gen3 | 2019-12-27発売
バッファロー SSD-PGM1.9U3-W/N,容量 1.9TB | USB | 2019-11-01発売
Crucial BX500 CT2000BX500SSD1JP,容量 2TB | 3D MLC | 2.5インチ | Serial ATA 6Gb/s | 2020-01-01発売
バッファロー SSD-PL960U3-BK/N,容量 960GB | USB | 2017-10-01発売
SanDisk SSD PLUS SDSSDA-120G-J27,容量 120GB | 2.5インチ | Serial ATA 6Gb/s | 2017-12-15発売
トランセンド TS128GMSA230S,容量 128GB | 3D MLC | mSATA | Serial ATA 6Gb/s
Western Digital WD Black SN750 NVMe WDS500G3XHC,容量 500GB | 3D MLC | M.2 (Type2280) | PCI-Express Gen3 | 2019-05-01発売
IODATA SSPG-USC1NB/E,容量 1TB | USB | 2020-12-01発売
ADATA XPG SX8200 Pro ASX8200PNP-2TT-C,容量 2TB | 3D TLC | M.2 (Type2280) | PCI-Express Gen3 | 2019-08-09発売
