Be Quiet Shadow Rock TF 2 BK003,トップフロー型 | 135x135x22 mm | 67.8 CFM | 2018-09-18発売,8800
Fractal Design Celsius+ S36 Dynamic FD-W-2-S3601,水冷型 | 87.6 CFM | 2020-04-17発売,22715
Noctua NH-U9S,サイドフロー型 | 92x92x25 mm,8118
Corsair H100i RGB PLATINUM SE CW-9060042-WW,水冷型 | 120x120x25 mm | 63.0 CFM | 2019-07-01発売,17000
Enermax LIQMAX III ELC-LMT120-HF,水冷型 | 120x120x25 mm | 90.1 CFM | 2019-04-06発売,5864
In Win SR24 PRO IW-LC-SR24PRO,水冷型 | 120x120x26 mm | 101.5 CFM | 2020-12-18発売,13527
Deepcool THETA 20 PWM DP-ICAS-T20P,トップフロー型 | 100x100x25 mm | 42.8 CFM | 2018-12-21発売,830
ASUS ROG RYUJIN 240,水冷型 | 120x120x25 mm | 121.8 CFM,25658
Thermalright TRUE Spirit 120M Rev.B,サイドフロー型 | 120x120x25.4 mm | 77.3 CFM | 2019-04-25発売,4526
クーラーマスター Hyper 212 LED Turbo White Edition RR-212TW-16PW-R1,サイドフロー型 | 120x120x25 mm | 66.3 CFM | 2019-10-11発売,4617
クーラーマスター MasterLiquid ML240L V2 ARGB MLW-D24M-A18PA-R2,水冷型 | 120x120x25 mm | 62.0 CFM | 2020-07-22発売,10597
クーラーマスター Hyper 212 LED White Edition RR-212L-16PW-R1,サイドフロー型 | 120x120x25 mm | 66.3 CFM | 2019-10-11発売,3691
クーラーマスター MasterAir MA410M MAM-T4PN-218PC-R1,サイドフロー型 | 120x120x25 mm | 53.4 CFM | 2018-11-02発売,6818
Super Flower NEON Air 122 SF-AY122,サイドフロー型 | 120x120x25 mm | 38.5 CFM | 2020-11-16発売,3575
ASUS ROG Strix LC 240 RGB White Edition,水冷型 | 120x120x25 mm | 81.0 CFM | 2020-02-14発売,21765
Cryorig M9 Plus,サイドフロー型 | 92x92x25.4 mm | 48.4 CFM | 2018-08-21発売,4124
COUGAR AQUA 360 CGR-AQUA 360,水冷型 | 120x120x25 mm | 70.6 CFM | 2020-09-10発売,13324
Cryorig H5 ULTIMATE V2,140x140x25.4 mm | 76.0 CFM | 2017-12-15発売,6479
Fractal Design Celsius+ S24 Prisma FD-W-2-S2402,水冷型 | 2020-04-17発売,20426
Zalman CNPS16X,サイドフロー型 | 120x120x26 mm | 49.0 CFM | 2020-09-18発売,8195
ASUS ROG STRIX LC 120 RGB,水冷型 | 120x120x25 mm | 81.0 CFM | 2020-02-14発売,17085
Thermaltake UX100 ARGB CL-P064-AL12SW-A,トップフロー型 | 120x120x25 mm | 38.8 CFM | 2019-10-18発売,1834
Zalman CNPS20X,サイドフロー型 | 140x140x26 mm | 61.0 CFM | 2020-04-03発売,9790
Cryorig C7 RGB,トップフロー型 | 92x92x15 mm | 40.5 CFM | 2019-07-20発売,5430
ASUS TUF Gaming LC 120 RGB,水冷型 | 120x120x25 mm | 67.0 CFM | 2020-08-07発売,12487
In Win SR36 PRO IW-LC-SR36PRO,水冷型 | 120x120x26 mm | 101.5 CFM | 2020-12-18発売,15601
Silverstone IceGem 240P SST-IG240P-ARGB,水冷型 | 120x120x25 mm | 93.4 CFM | 2020-11-10発売,12946
Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BK,水冷型 | 87.6 CFM | 2017-06-09発売,17544
In Win SR24 IW-LC-SR24,水冷型 | 120x120x26 mm | 101.5 CFM | 2020-07-01発売,9980
Silverstone IceGem 360 SST-IG360-ARGB,水冷型 | 120x120x25 mm | 93.4 CFM | 2020-11-10発売,24480
クーラーマスター A30 RH-A30-25FK-R1,トップフロー型 | 80x80x25 mm | 30.0 CFM | 2018-07-27発売,715
Corsair H115i RGB PLATINUM CW-9060038-WW,水冷型 | 140x140x25 mm | 97.0 CFM | 2018-12-15発売,17100
Intel BXTS15A,,3290
Intel BXTS13A,,2310
Thermalright ARO-M14,サイドフロー型 | 140x152x26.5 mm | 73.6 CFM | 2018-05-23発売,6430
GELID Solutions SlimHero Rev.B CC-SHERO-01-B,トップフロー型 | 120x120x15.8 mm | 52.4 CFM | 2017-12-07発売,3729
Thermalright Le GRAND MACHO RT,サイドフロー型 | 140x152x26.5 mm | 73.6 CFM | 2017-02-13発売,9350
MSI CORE FROZR XL,サイドフロー型 | 71.3 CFM | 2017-08-04発売,9073
Antec C400 Glacial,サイドフロー型 | 77.0 CFM | 2019-06-22発売,3480
Pccooler GI-D66A,サイドフロー型 | 135x129x53.4 mm | 72.0 CFM,7979
Noctua NH-D15S,サイドフロー型,12023
ASUS ROG STRIX LC 240 RGB,水冷型 | 120x120x25 mm | 81.0 CFM | 2020-02-14発売,18172
Corsair H75 2018 H75 CW-9060035-WW,水冷型 | 120x120x25 mm | 64.0 CFM | 2018-08-11発売,11000
Thermaltake Water 3.0 120 ARGB Sync CL-W232-PL12SW-A,水冷型 | 120x120x25 mm | 56.5 CFM | 2019-06-28発売,9173
オウルテック 斬 OWL-CPUC01,サイドフロー型 | 100x100x25 mm | 43.0 CFM | 2019-05-01発売,1715
Deepcool GAMMAXX L360 V2 DP-H12RF-GL360V2C,水冷型 | 120x120x25 mm | 69.3 CFM | 2020-02-07発売,8980
Deepcool GAMER STORM Castle 240 RGB V2 DP-GS-H12AR-CSL240V2,水冷型 | 120x120x25 mm | 69.3 CFM,9436
Silverstone SST-NT09-115X,トップフロー型 | 92x92x25 mm | 47.0 CFM | 2016-02-17発売,1980
Enermax LIQTECH II Universal ELC-LTTO280-TBP,水冷型 | 140x140x25 mm | 80.7 CFM | 2018-12-22発売,16980
Noctua NH-U14S DX-3647,サイドフロー型 | 140x150x25 mm,12979
Thermalright Silver Arrow IB-E Extreme Rev.B,サイドフロー型 | 140x152x26.5 mm | 130.0 CFM | 2019-07-26発売,12200
Thermalright Turbo Right 240C,水冷型 | 120x120x25.4 mm | 77.3 CFM | 2019-06-21発売,18678
Enermax ETS-F40-FS,サイドフロー型 | 140x140x25.5 mm | 74.3 CFM | 2020-10-09発売,4455
Thermalright Macho120 SBM,サイドフロー型 | 2016-06-17発売,5335
COUGAR AQUA 240 CGR-AQUA 240,水冷型 | 120x120x25 mm | 70.6 CFM | 2020-09-10発売,8801
Silverstone SST-PF240-ARGB,水冷型 | 120x120x25 mm | 94.0 CFM | 2019-08-16発売,11880
Enermax ETS-N31-02,サイドフロー型 | 92x92x25 mm | 32.8 CFM | 2017-03-11発売,2625
Super Flower NEON 240 SF-LB240,水冷型 | 120x120x25 mm | 46.0 CFM | 2020-11-13発売,8800
Thermalright SilverArrow T8,サイドフロー型 | 140x152x26.5 mm | 91.0 CFM | 2019-02-05発売,8910
Zalman CNPS17X,サイドフロー型 | 140x140x26 mm | 61.0 CFM | 2020-04-03発売,6765
Be Quiet DARK ROCK SLIM BK024,サイドフロー型 | 120x120x23 mm | 2019-08-01発売,5280
Fractal Design Celsius+ S28 Dynamic FD-W-2-S2801,水冷型 | 2020-04-17発売,20673
クーラーマスター MasterAir G100M MAM-G1CN-924PC-R1,トップフロー型 | 100x100x25 mm | 22.6 CFM | 2018-07-27発売,5500
クーラーマスター MasterAir MA610P MAP-T6PN-218PC-R1,サイドフロー型 | 120x120x25 mm | 53.4 CFM | 2018-05-25発売,6143
Thermalright Turbo Right 360C,水冷型 | 120x120x25.4 mm | 77.3 CFM | 2019-06-21発売,21978
Pccooler GI-D56V,サイドフロー型 | 120x120x26.5 mm | 72.0 CFM,4209
Enermax LIQMAX III ARGB ELC-LMT360-W-ARGB,水冷型 | 120x120x25 mm | 72.1 CFM | 2020-11-14発売,12485
Silverstone SST-AR01-V3,サイドフロー型 | 120x120x25 mm | 70.7 CFM | 2018-09-28発売,2980
クーラーマスター Wraith Ripper MAM-D7PN-DWRPS-T1,サイドフロー型 | 120x120x25 mm | 76.4 CFM | 2018-11-21発売,15400
ADATA LEVANTE360-BKCWW,水冷型 | 120x120x25 mm | 61.5 CFM | 2021-02-04発売,24906
Cryorig C1 V2,トップフロー型 | 140x140x13 mm | 65.0 CFM | 2017-12-15発売,8633
Raijintek PALLAS 120 RGB 0R10B00121,トップフロー型 | 120x120x13 mm | 41.7 CFM,6569
Silverstone SST-KR02,サイドフロー型 | 92x92x25 mm | 56.1 CFM | 2019-06-27発売,2509
ASUS ROG RYUO 120,水冷型 | 120x120x25 mm | 81.0 CFM | 2018-12-14発売,16477
Lian Li Galahad AIO 240 RGB,水冷型 | 120x120x26 mm | 69.2 CFM | 2020-07-28発売,13695
Thermalright AXP-100H Muscle,トップフロー型 | 101x108x14 mm | 44.5 CFM | 2017-01-18発売,5118
Noctua NH-U14S TR4-SP3,サイドフロー型 | 140x150x25 mm,10999
Antec Kuhler H2O K120 RGB,水冷型 | 120x120x25 mm | 77.0 CFM | 2019-07-27発売,6578
GELID Solutions TORNADO CC-TORNADO-01-B,サイドフロー型 | 120x120x25 mm | 65.5 CFM | 2020-10-15発売,3280
オウルテック 風雅 OWL-CPUC02,サイドフロー型 | 120x120x25 mm | 49.0 CFM | 2019-05-01発売,3309
Zalman CNPS10X OPTIMAII,サイドフロー型 | 120x120x25 mm | 61.5 CFM | 2019-10-25発売,4180
Antec Neptune 120 ARGB,水冷型 | 120x120x25 mm | 77.0 CFM | 2020-01-25発売,7980
Deepcool GAMMAXX GTE DP-MCH4-GMX-GTE,サイドフロー型 | 120x120x25 mm | 56.5 CFM,3300
Cryorig R5,サイドフロー型 | 140x140x25.4 mm | 76.0 CFM | 2020-10-03発売,8479
Pccooler GI-46U,トップフロー型 | 120x120x25 mm | 65.0 CFM | 2019-01-29発売,3209
Thermaltake Floe Riing RGB 280 TT Premium Edition CL-W167-PL14SW-A,水冷型 | 140x140x25 mm | 63.2 CFM | 2017-11-22発売,16491
Lian Li Galahad AIO 360 RGB,水冷型 | 120x120x26 mm | 69.2 CFM | 2020-07-28発売,17050
Corsair A500 CT-9010003-WW,サイドフロー型 | 120x120x25 mm | 75.0 CFM | 2020-04-04発売,12650
Thermaltake UX200 ARGB CL-P065-AL12SW-A,サイドフロー型 | 120x120x25 mm | 43.3 CFM | 2019-10-18発売,3700
Thermaltake Floe Riing RGB 240 TT Premium Edition CL-W157-PL12SW-A,水冷型 | 120x120x25 mm | 42.3 CFM | 2017-11-22発売,14630
Deepcool GAMER STORM CASTLE 240EX DP-GS-H12-CSL240EX,水冷型 | 120x120x25 mm | 64.4 CFM | 2020-04-17発売,7980
In Win SR36 IW-LC-SR36,水冷型 | 120x120x26 mm | 101.5 CFM | 2020-07-01発売,11480
Thermalright TRUE Spirit 120 Direct Rev.A,サイドフロー型 | 120x120x25 mm | 77.3 CFM | 2019-11-26発売,3960
NZXT KRAKEN X42 RL-KRX42-01,水冷型 | 2016-12-01発売,14990
