ASUS TUF-RX6800XT-O16G-GAMING,Radeon RX 6800 XT | GDDR6 16GB | 2021-02-05発売,128800
MSI Radeon RX 550 AERO ITX 4G J OC,Radeon RX 550 | GDDR5 4GB | 2020-10-02発売,9680
ギガバイト GV-N1030SL-2GL,GeForce GT 1030 | GDDR5 2GB | 2017-10-01発売,8630
ASUS GT710-4H-SL-2GD5,GeForce GT 710 | GDDR5 2GB | 2020-06-05発売,6468
ASUS DUAL-RX5500XT-O4G-EVO,Radeon RX 5500 XT | GDDR6 4GB | 2020-04-24発売,19800
MSI GT 710 2GD3H LP,GeForce GT 710 | DDR3 2GB | 2016-01-26発売,4680
Palit NE6166SS18J9-1160A (GeForce GTX 1660 SUPER GP OC),GeForce GTX 1660 SUPER | GDDR6 6GB,32980
ASRock Radeon RX 6800 XT Taichi X 16G OC,Radeon RX 6800 XT | GDDR6 16GB | 2020-12-04発売,125180
玄人志向 RD-RX5500XT-E8GB,Radeon RX 5500 XT | GDDR6 8GB | 2019-12-12発売,23800
MSI GeForce RTX 2080 VENTUS 8G,GeForce RTX 2080 | GDDR6 8GB | 2018-12-22発売,96831
Zotac GeForce GTX 1060 6GB Single Fan ZT-P10600A-10L,GeForce GTX 1060 | GDDR5 6GB | 2016-07-01発売,35000
玄人志向 GF-GT710-E2GB/LP/P,GeForce GT 710 | DDR3 2GB | 2019-10-01発売,4255
ASUS GT710-SL-2GD5-BRK,GeForce GT 710 | GDDR5 2GB | 2017-06-30発売,5300
ASRock Radeon RX 6800 Challenger Pro 16G OC,Radeon RX 6800 | GDDR6 16GB | 2020-12-04発売,103180
玄人志向 GF-GT710-E2GB/HS,GeForce GT 710 | DDR3 2GB | 2019-07-01発売,3964
Elsa NVIDIA Quadro P2200 EQP2200-5GER,Quadro P2200 | GDDR5X 5GB,55600
PowerColor Radeon RX 5500 XT AXRX 5500XT 4GBD6-DH/OC,Radeon RX 5500 XT | GDDR6 4GB | 2020-06-01発売,19990
Colorful iGame GeForce RTX 2080 Ti Advanced OC,GeForce RTX 2080 Ti | GDDR6 11GB | 2018-09-27発売,167037
MSI GT 710 1GD3H LP,GeForce GT 710 | DDR3 1GB | 2016-01-26発売,3608
MSI GeForce GTX 1660 AERO ITX 6G OC,GeForce GTX 1660 | GDDR5 6GB | 2019-03-14発売,22980
PowerColor Red Dragon AMD Radeon RX 6800 XT AXRX 6800XT 16GBD6-3DHR/OC,Radeon RX 6800 XT | GDDR6 16GB,129800
玄人志向 GALAKURO GAMING GG-RTX3060-E12GB/OC/DF,GeForce RTX 3060 | GDDR6 12GB | 2021-02-26発売,-
玄人志向 GALAKURO GK-RTX3060-E12GB/OC/WHITE,GeForce RTX 3060 | GDDR6 12GB | 2021-02-26発売,-
玄人志向 GALAKURO GAMING GG-RTX3070-E8GB/OC/DF2,GeForce RTX 3070 | GDDR6 8GB | 2021-02-01発売,72578
MSI Radeon RX Vega 56 Air Boost 8G OC,Radeon RX Vega 56 | HBM2 8GB | 2017-12-22発売,98715
Palit NE6306T019P2-190AD (GeForce RTX 3060 Ti Dual 8GB),GeForce RTX 3060 Ti | GDDR6 8GB,-
ASUS TUF-GTX1650-O4GD6-GAMING,GeForce GTX 1650 (G6) | GDDR6 4GB | 2020-06-12発売,20759
MSI GTX 1050 Ti 4GT LP,GeForce GTX 1050 Ti | GDDR5 4GB | 2016-12-16発売,13970
Elsa NVIDIA Quadro P620 EQP620-2GER2,Quadro P620 | GDDR5 2GB,22680
Nvidia Quadro RTX 4000 NVQRTX4000,Quadro RTX 4000 | GDDR6 8GB | 2019-02-01発売,114654
ASUS TUF-RX6800-O16G-GAMING,Radeon RX 6800 | GDDR6 16GB | 2021-01-22発売,103800
ギガバイト AORUS GV-N3090IXEB-24GD,GeForce RTX 3090 | GDDR6X 24GB | 2020-12-01発売,288233
PowerColor Red Dragon AMD Radeon RX 6800 AXRX 6800 16GBD6-3DHR/OC,Radeon RX 6800 | GDDR6 16GB | 2021-02-01発売,92180
ASRock Radeon RX 6800 XT Phantom Gaming D 16G OC,Radeon RX 6800 XT | GDDR6 16GB,145772
Zotac GAMING GeForce RTX 3070 AMP Holo ZT-A30700F-10P,GeForce RTX 3070 | GDDR6 8GB | 2021-01-22発売,87780
Nvidia Quadro P620-Ver2 NVQP620-2G-Ver2,Quadro P620 | GDDR5 2GB,21757
Elsa GeForce GT 730 2GB QD DDR5 GD730-2GERQDD5,GeForce GT 730 (64-bit GDDR5) | GDDR5 2GB | 2020-06-12発売,12845
ASUS CERBERUS-GTX1070TI-A8G,GeForce GTX 1070 Ti | GDDR5 8GB | 2017-12-15発売,-
Elsa NVIDIA RTX A6000 ENQRA6000-48GER,RTX A6000 | GDDR6 48GB | 2021-01-01発売,617100
MSI GeForce GTX 1650 D6 VENTUS XS OCV1,GeForce GTX 1650 (G6) | GDDR6 4GB | 2020-10-02発売,16500
ASUS ROG-STRIX-RTX3070-O8G-GAMING,GeForce RTX 3070 | GDDR6 8GB,89800
Zotac GeForce GTX 1050 Ti 4GB Mini ZT-P10510A-10L,GeForce GTX 1050 Ti | GDDR5 4GB | 2016-10-25発売,17719
ギガバイト GV-N3070GAMING OC-8GD,GeForce RTX 3070 | GDDR6 8GB,73800
Zotac GeForce GTX 1060 Mini 3GB ZT-P10610A-10L,GeForce GTX 1060 | GDDR5 3GB | 2016-08-24発売,32835
PowerColor Red Devil AMD Radeon RX 6800 16GB GDDR6 AXRX 6800 16GBD6-3DHE/OC,Radeon RX 6800 | GDDR6 16GB | 2021-01-01発売,93280
Sapphire NITRO+ RADEON RX 6800 OC 16G GDDR6,Radeon RX 6800 | GDDR6 16GB | 2020-12-04発売,95700
ギガバイト GV-N306TGAMING OC-8GD,GeForce RTX 3060 Ti | GDDR6 8GB | 2020-12-02発売,59378
ASUS TUF-RTX3070-O8G-GAMING,GeForce RTX 3070 | GDDR6 8GB,80800
